user_id,name,email,country,plan,signup_date,churned
388,Trevor Jones,pamelamartin@example.org,MY,Free,2025-02-09,False
389,Anna Wheeler,bbush@example.net,MY,Basic,2023-12-21,False
390,Brooke Garcia,terriortiz@example.net,SG,Basic,2025-08-19,False
391,Deborah Campbell,codylong@example.net,SG,Free,2025-12-25,False
392,Isaac Patterson,madison97@example.org,ID,Free,2023-10-08,False
393,Mark Rowland,tanthony@example.com,ID,Free,2024-11-18,False
394,Deborah May,ylopez@example.com,TH,Basic,2024-01-14,True
395,Jeremiah Baker,anne21@example.org,SG,Free,2025-06-21,True
396,Jennifer Avila,angelarandall@example.net,TH,Free,2024-09-22,True
397,Sharon Wells,thomasmiller@example.net,ID,Basic,2023-08-01,False
398,Kellie Duncan,davidtodd@example.org,SG,Basic,2026-04-23,False
399,Daniel Lee,hendersonvanessa@example.com,ID,Free,2024-01-30,True
400,Brittany Larson,renee11@example.com,SG,Premium,2025-02-19,True
401,Shannon Stone,buchanancindy@example.net,MY,Premium,2025-10-23,False
402,Chase Knight,buckleyanna@example.org,SG,Basic,2025-10-27,False
403,Sheryl Humphrey,patrick79@example.net,SG,Free,2024-11-21,False
404,Jamie Montgomery,vwilliams@example.net,MY,Basic,2024-03-09,False
405,Tammie Prince,morganlaura@example.com,ID,Premium,2024-04-25,False
406,Michael Garcia PhD,kevinmanning@example.com,SG,Premium,2024-04-13,False
407,Matthew Lopez,robinrussell@example.com,ID,Free,2025-09-29,False
408,Samantha Robertson,cameronmckinney@example.com,SG,Premium,2023-11-19,False
409,Sherry Johnson,nancygonzalez@example.org,ID,Premium,2024-03-22,False
410,Thomas Bush,micheal78@example.com,PH,Premium,2025-05-16,False
411,Andre Watson,ethompson@example.net,ID,Basic,2025-02-14,False
412,Ryan Green,mitchellpaul@example.org,SG,Premium,2026-01-09,False
413,Cindy Walker,ericaadams@example.com,SG,Free,2025-01-03,False
414,Tracy Fleming,pbuck@example.org,MY,Free,2025-04-09,False
415,David Trujillo,jennifer46@example.com,SG,Free,2026-01-07,False
416,Daniel Turner,asilva@example.net,TH,Premium,2026-06-17,False
417,Sara Hoffman,kenneth17@example.org,MY,Premium,2024-06-25,False
418,Frederick Hill,jacob83@example.org,ID,Basic,2025-11-18,False
419,Lindsay Guerrero,jenniferrios@example.com,TH,Premium,2024-04-02,False
420,James Johnson,matthewreeves@example.net,MY,Basic,2025-01-27,False
421,Susan Powers,megan82@example.com,SG,Free,2023-10-09,False
422,David Stokes,staceylam@example.net,ID,Premium,2023-09-30,False
423,Patrick Parker,nathan94@example.com,SG,Basic,2026-01-06,False
424,Sean Silva,kennedyjames@example.org,MY,Basic,2026-01-24,False
425,Edwin Brown,derrickgonzalez@example.com,SG,Free,2026-06-04,False
426,Victoria Thomas,kimberlyfreeman@example.net,MY,Basic,2026-06-03,False
427,Anthony Hayes,kathleenjackson@example.org,SG,Premium,2024-12-09,False
428,Anita Mendez,epowell@example.com,SG,Free,2023-06-30,False
429,Monica Dodson,katherine83@example.org,TH,Basic,2025-06-30,False
430,Danielle Steele,larry16@example.net,MY,Premium,2025-03-27,False
431,Rodney Evans,stephen89@example.net,PH,Free,2024-06-26,False
432,Whitney Cooper,mhoward@example.org,MY,Basic,2026-04-22,False
433,Jennifer Perez,jasonjohnson@example.net,MY,Premium,2023-12-26,False
434,Matthew Johnson,kelsey90@example.net,ID,Premium,2026-06-12,False
435,Martha Smith,butleromar@example.net,ID,Premium,2024-03-26,False
436,Christine Jennings,turnerdorothy@example.net,MY,Basic,2025-01-11,False
437,Mercedes Barnes,huntchristine@example.com,SG,Free,2023-10-27,False
438,Craig Gonzalez,marie35@example.net,MY,Free,2024-09-13,True
439,Joshua Lozano,arivera@example.org,SG,Free,2025-06-25,False
440,Sara Caldwell,stacychan@example.org,ID,Premium,2025-08-20,False
441,David Hall,joseph01@example.org,SG,Premium,2026-01-31,False
442,Heather Rhodes,grodgers@example.org,SG,Free,2023-07-05,True
443,Matthew Murphy,rfriedman@example.net,TH,Free,2023-10-04,False
444,Catherine Morales,ynelson@example.net,SG,Premium,2026-01-06,False
445,Mariah Robles,andersonjessica@example.org,ID,Basic,2023-10-15,False
446,Karen Carroll,ywhite@example.com,SG,Free,2025-04-20,False
447,Sheryl Acosta,timothyfreeman@example.com,MY,Basic,2024-10-16,False
448,Matthew Smith,tiffanysantiago@example.com,MY,Free,2025-01-10,True
449,Lisa Reynolds,timothyalvarado@example.net,PH,Premium,2024-08-17,False
450,Kristin Huerta,smithsarah@example.net,SG,Premium,2026-01-04,False
451,Sheila Jones,vflores@example.com,PH,Free,2023-08-18,False
452,Mason Powell,christianwallace@example.net,SG,Premium,2024-10-24,False
453,Jillian Wilson,bmcgee@example.org,TH,Free,2024-09-06,False
454,Joshua Petersen,pamela83@example.net,TH,Basic,2025-06-25,False
455,Heidi Brown,meganrivera@example.net,ID,Premium,2025-04-08,False
456,Heidi Chavez,malonejeffrey@example.com,SG,Free,2024-07-15,True
457,Rebecca Kelley,jacqueline02@example.com,SG,Basic,2023-11-24,True
458,Mikayla Rodriguez,jacobconrad@example.com,SG,Basic,2024-02-14,False
459,Cheryl Morgan,owilliams@example.net,SG,Free,2025-03-27,False
460,Joanna Barrett,tamarasmith@example.net,SG,Premium,2023-08-16,False
461,Sara Webb,heatherthompson@example.org,ID,Premium,2023-10-15,False
462,Lisa Morris,mbarnes@example.net,SG,Premium,2025-10-02,False
463,Victor Waller,iballard@example.com,SG,Premium,2025-04-11,False
464,Kayla Cameron,jennifer83@example.org,SG,Basic,2024-02-08,False
465,Melissa Morse,tinasantos@example.org,TH,Free,2024-12-24,False
466,Erica Wilson,anna99@example.net,MY,Basic,2025-08-06,False
467,Stephanie Ferguson,hstokes@example.org,SG,Free,2023-07-22,False
468,Michael Gonzalez,tonyavega@example.org,ID,Free,2025-12-25,False
469,Elizabeth Molina,howardshaun@example.net,TH,Basic,2026-01-25,False
470,Sharon Newton,yyoung@example.net,MY,Basic,2024-05-03,False
471,Tammy Hughes,tammy00@example.net,MY,Free,2024-03-24,False
472,Priscilla Berg,rhondabush@example.net,MY,Basic,2024-07-29,False
473,Nancy Gonzalez,kellythompson@example.net,PH,Basic,2023-09-14,False
474,Nancy Wilson,pattersonangela@example.org,MY,Free,2023-12-17,False
475,Abigail Owens,billmcfarland@example.net,MY,Premium,2023-08-19,False
476,Lisa Stanley,jtyler@example.com,PH,Basic,2023-09-12,False
477,Kelly Krueger,hartmanerik@example.net,ID,Free,2025-01-29,False
478,Daniel Lewis,mark43@example.net,ID,Free,2025-01-22,True
479,Samantha Zavala MD,sean99@example.org,SG,Premium,2026-05-04,False
480,Erica Moon,cruzamber@example.com,TH,Free,2023-07-21,False
481,Patricia Robertson,stucker@example.net,MY,Free,2024-01-20,True
482,Tiffany Jackson,simsjason@example.net,TH,Basic,2025-10-14,False
483,Jessica Garcia,elucas@example.net,MY,Free,2025-07-11,True
484,Mitchell Johnson,brownlaura@example.net,SG,Free,2023-09-09,False
485,Susan Russell,bmccoy@example.com,MY,Free,2023-07-13,True
486,Kimberly May,avilabrenda@example.net,SG,Premium,2026-01-03,False
487,Jonathan Roberts,catherine47@example.com,MY,Premium,2024-08-28,False
488,Kara Ferguson,julierobles@example.net,SG,Premium,2024-05-11,False
489,Elizabeth Eaton,susan08@example.net,TH,Free,2023-11-25,False
490,Kenneth Long,torreskaitlin@example.net,MY,Basic,2024-07-03,True
491,Matthew Hunt,jackjensen@example.com,MY,Premium,2024-01-22,False
492,Robert Phelps,enewman@example.com,TH,Premium,2025-06-25,False
493,Craig Carpenter,michael31@example.com,ID,Basic,2025-04-29,False
494,Emily Hayes,heather29@example.net,SG,Premium,2024-07-25,False
495,Jeffrey Smith,kristenjoseph@example.net,SG,Free,2024-10-11,False
496,Brandy Quinn,wford@example.com,ID,Basic,2024-12-06,False
497,Matthew Miller,michele28@example.org,TH,Free,2024-04-06,False
498,Angela Jones,atkinsoncrystal@example.net,SG,Free,2025-03-16,True
499,Christy Johnson,amy87@example.net,SG,Premium,2025-10-16,True
500,Daniel Barton,dennis88@example.org,TH,Basic,2024-08-30,False
